Country,ReportID,Year,NumAuth,Agency,ReportSeries,Region,CountofRegions,URL,Title,FirstAuthor,AllAuthors,Citation,coll
Canada,Canadian manuscript report of fisheries and aquatic sciences  1551 (Revised),1984,3,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Guide for preparing scientific and technical reports for the Department of Fisheries and Oceans,"Cook, D.G.","Cook, D.G.; Reinhart, J.M.; Watson, J.","Cook, D.G.; Reinhart, J.M.; Watson, J./Guide for preparing scientific and technical reports for the Department of Fisheries and Oceans/Canadian manuscript report of fisheries and aquatic sciences",13 p
Canada,Canadian data report of fisheries and aquatic sciences 425,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Daily phytoplankton productivity experiments and nutrient measurements in Bedford Basin, Nova Scotia, from 18 May to 26 July 1975","Cote, B.","Cote, B.; Platt, T.","Cote, B.; Platt, T./Daily phytoplankton productivity experiments and nutrient measurements in Bedford Basin, Nova Scotia, from 18 May to 26 July 1975/Canadian data report of fisheries and aquatic sciences",116 p
Canada,Canadian data report of fisheries and aquatic sciences 452,1984,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Temperature profiles for 29 lakes in the Experimental Lakes Area, northwestern Ontario, 1968-1983. Parts 1 and 2","Cruikshank, D.R.","Cruikshank, D.R.","Cruikshank, D.R./Temperature profiles for 29 lakes in the Experimental Lakes Area, northwestern Ontario, 1968-1983. Parts 1 and 2/Canadian data report of fisheries and aquatic sciences",2 parts (in 2 v.)
Canada,Canadian data report of fisheries and aquatic sciences 449,1984,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Whole lake chemical additions in the Experimental Lakes Area, 1969-1983","Cruikshank, D.R.","Cruikshank, D.R.","Cruikshank, D.R./Whole lake chemical additions in the Experimental Lakes Area, 1969-1983/Canadian data report of fisheries and aquatic sciences",23 p
Canada,Canadian technical report of fisheries and aquatic sciences 1248,1984,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,The relationship of summer thermocline depth to several physical characteristics of lakes,"Cruikshank, D.R.","Cruikshank, D.R.","Cruikshank, D.R./The relationship of summer thermocline depth to several physical characteristics of lakes/Canadian technical report of fisheries and aquatic sciences",33 p
Canada,Canadian data report of fisheries and aquatic sciences 462,1984,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,Meteorological observations at the Pacific Biological Station experimental fishfarm 1975-1982,"Damon, W.","Damon, W.; Solmie, A.; Clarke, W.C.","Damon, W.; Solmie, A.; Clarke, W.C./Meteorological observations at the Pacific Biological Station experimental fishfarm 1975-1982/Canadian data report of fisheries and aquatic sciences",131 p
Canada,Canadian data report of fisheries and aquatic sciences 438,1984,3,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Phytoplankton primary production, chlorophyll, biomass and suspended carbon in the experimental lakes area - 1982 data","DeBruyn, E.R.","DeBruyn, E.R.; Shearer, J.A.; Findlay, D.L.","DeBruyn, E.R.; Shearer, J.A.; Findlay, D.L./Phytoplankton primary production, chlorophyll, biomass and suspended carbon in the experimental lakes area - 1982 data/Canadian data report of fisheries and aquatic sciences",110 p
Canada,Canadian technical report of fisheries and aquatic sciences 1265,1984,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Benthic fauna assemblages in Batchawana Bay, Lake Superior","Dermott, R.M.","Dermott, R.M.","Dermott, R.M./Benthic fauna assemblages in Batchawana Bay, Lake Superior/Canadian technical report of fisheries and aquatic sciences","iii, 17 p."
Canada,Canadian industry report of fisheries and aquatic sciences 148,1984,4,DFO,Canadian industry report of fisheries and aquatic sciences,,,,Dockside grading project - Canso Seafoods,"Desantis, M.R.","Desantis, M.R.; Hoge, R.; Fahie, P.C.; Lemon, D.","Desantis, M.R.; Hoge, R.; Fahie, P.C.; Lemon, D./Dockside grading project - Canso Seafoods/Canadian industry report of fisheries and aquatic sciences",10:00 PM
Canada,Canadian data report of hydrography and ocean sciences 21,1984,2,DFO,Canadian data report of hydrography and ocean sciences,,,,"Long-term temperature monitoring program 1983, Newfoundland region","Dobson, D.","Dobson, D.; Petrie, B.","Dobson, D.; Petrie, B./Long-term temperature monitoring program 1983, Newfoundland region/Canadian data report of hydrography and ocean sciences","vi, 411 p"
Canada,Canadian data report of hydrography and ocean sciences 22,1984,2,DFO,Canadian data report of hydrography and ocean sciences,,,,"Long-term temperature monitoring program 1983, Scotia-Fundy, Gulf regions","Dobson, D.","Dobson, D.; Petrie, B.","Dobson, D.; Petrie, B./Long-term temperature monitoring program 1983, Scotia-Fundy, Gulf regions/Canadian data report of hydrography and ocean sciences","vi, 406 p"
Canada,Canadian data report of fisheries and aquatic sciences 442,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Oceanographic observations during fisheries research surveys off the British Columbia coast in 1980-81,"Dodimead, A.J.","Dodimead, A.J.; Ballantyne, A.","Dodimead, A.J.; Ballantyne, A./Oceanographic observations during fisheries research surveys off the British Columbia coast in 1980-81/Canadian data report of fisheries and aquatic sciences",91 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1773,1984,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"A review of some aspects of the physical oceanography of the continental shelf and slope water off the west coast of Vancouver Island, British Columbia","Dodimead, A.J.","Dodimead, A.J.","Dodimead, A.J./A review of some aspects of the physical oceanography of the continental shelf and slope water off the west coast of Vancouver Island, British Columbia/Canadian manuscript report of fisheries and aquatic sciences",309 p
Canada,Canadian technical report of hydrography and ocean sciences 43,1984,3,DFO,Canadian technical report of hydrography and ocean sciences,,,,"Pre-operational environmental monitoring report for the Point Lepreau, N.B., nuclear generating station - 1982","Ellis, K.","Ellis, K.; Nelson, R.W.; Smith, J.N.","Ellis, K.; Nelson, R.W.; Smith, J.N./Pre-operational environmental monitoring report for the Point Lepreau, N.B., nuclear generating station - 1982/Canadian technical report of hydrography and ocean sciences",173 p : charts
Canada,Canadian technical report of fisheries and aquatic sciences 1247,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,The effects of ocean dumping of dredge spoils onto juvenile lobster habitat : a field evaluation,"Elner, R.W.","Elner, R.W.; Hamet, S.L.","Elner, R.W.; Hamet, S.L./The effects of ocean dumping of dredge spoils onto juvenile lobster habitat : a field evaluation/Canadian technical report of fisheries and aquatic sciences",0.5
Canada,Canadian technical report of fisheries and aquatic sciences 1337,1984,6,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Density effects on performance to release of three size groups within populations of pond-reared juvenile coho salmon. Smolts released from Quinsam hatchery in 1983,"Fagerlund, U.H.","Fagerlund, U.H.; McBride, J.R.; Dosanjh, B.S.; Bilton, H. T.: Morley, R.B.; VanTine, J.","Fagerlund, U.H.; McBride, J.R.; Dosanjh, B.S.; Bilton, H. T.: Morley, R.B.; VanTine, J./Density effects on performance to release of three size groups within populations of pond-reared juvenile coho salmon. Smolts released from Quinsam hatchery in 1983/Canadian technical report of fisheries and aquatic sciences",19 p
Canada,Canadian data report of fisheries and aquatic sciences 427,1984,4,DFO,Canadian data report of fisheries and aquatic sciences,,,,"English sole tagging in Hecate Strait, R/V G.B. REED, June 6-24, 1983","Fargo, J.","Fargo, J.; Foucher, R.P.; Shields, S.C.; Ross, D.","Fargo, J.; Foucher, R.P.; Shields, S.C.; Ross, D./English sole tagging in Hecate Strait, R/V G.B. REED, June 6-24, 1983/Canadian data report of fisheries and aquatic sciences",49 p
Canada,Canadian data report of fisheries and aquatic sciences 491,1984,5,DFO,Canadian data report of fisheries and aquatic sciences,,,,"ARCTIC OCEAN assemblage of Hecate Strait, May 28-June 17, 1984","Fargo, J.","Fargo, J.; Tyler, A.V.; Cooper, J.; Shields, S.C.: Stebbins, S.","Fargo, J.; Tyler, A.V.; Cooper, J.; Shields, S.C.: Stebbins, S./ARCTIC OCEAN assemblage of Hecate Strait, May 28-June 17, 1984/Canadian data report of fisheries and aquatic sciences",108 p
Canada,Canadian data report of fisheries and aquatic sciences 486,1984,4,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Trawl survey of juvenile flatfish in Hecate Strait by the M/V DOUBLE DECKER, April 10-27, 1984","Fargo, J.","Fargo, J.; Foucher, R.P.; Cooper, J.; Shields, S.C.","Fargo, J.; Foucher, R.P.; Cooper, J.; Shields, S.C./Trawl survey of juvenile flatfish in Hecate Strait by the M/V DOUBLE DECKER, April 10-27, 1984/Canadian data report of fisheries and aquatic sciences",51 p
Canada,Canadian data report of fisheries and aquatic sciences 467,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Trace metal level in bivalves and crabs from Alice Arm, Hastings Arm and Observatory Inlet, B.C.","Farrell, M.A.","Farrell, M.A.; Nassichuk, M.D.","Farrell, M.A.; Nassichuk, M.D./Trace metal level in bivalves and crabs from Alice Arm, Hastings Arm and Observatory Inlet, B.C./Canadian data report of fisheries and aquatic sciences",42 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1768,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Production of coho reared in sea-pens in Indian Arm, 1978 and 1979 brood years","Fedorenko, A.Y.","Fedorenko, A.Y.; Perry, E.A.","Fedorenko, A.Y.; Perry, E.A./Production of coho reared in sea-pens in Indian Arm, 1978 and 1979 brood years/Canadian manuscript report of fisheries and aquatic sciences",55 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1767,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Indian River feasibility studies : groundwater exploration 1972-1982 and chinook pilot hatchery operation 1979-1980,"Fedorenko, A.Y.","Fedorenko, A.Y.; Shepherd, B.G.","Fedorenko, A.Y.; Shepherd, B.G./Indian River feasibility studies : groundwater exploration 1972-1982 and chinook pilot hatchery operation 1979-1980/Canadian manuscript report of fisheries and aquatic sciences",63 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1769,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Review of salmonid resource studies in Indian River and Indian Arm, and enhancement proposals for the area","Fedorenko, A.Y.","Fedorenko, A.Y.; Shepherd, B.G.","Fedorenko, A.Y.; Shepherd, B.G./Review of salmonid resource studies in Indian River and Indian Arm, and enhancement proposals for the area/Canadian manuscript report of fisheries and aquatic sciences",30 p
Canada,Canadian technical report of fisheries and aquatic sciences 1328,1984,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Freshwater Institute primary production model user's guide,"Fee, E.J.","Fee, E.J.","Fee, E.J./Freshwater Institute primary production model user's guide/Canadian technical report of fisheries and aquatic sciences",36 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1761,1984,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Effects of phytoplankton biomass, succession and composition in Lake 223 as a result of lowering pH levels from 5.6 to 5.2. Data from 1980 to 1982","Findlay, D.L.","Findlay, D.L.","Findlay, D.L./Effects of phytoplankton biomass, succession and composition in Lake 223 as a result of lowering pH levels from 5.6 to 5.2. Data from 1980 to 1982/Canadian manuscript report of fisheries and aquatic sciences",0.916666667
Canada,Canadian contractor report of hydrography and ocean sciences 15,1984,3,DFO,Canadian contractor report of hydrography and ocean sciences,,,,"An oceanographic survey of the Canadian Arctic Archipelago, March 1982","Fissel, D.B.","Fissel, D.B.; Knight, D.N.; Birch, J.R.","Fissel, D.B.; Knight, D.N.; Birch, J.R./An oceanographic survey of the Canadian Arctic Archipelago, March 1982/Canadian contractor report of hydrography and ocean sciences",415 p
Canada,Canadian contractor report of hydrography and ocean sciences 16,1984,3,DFO,Canadian contractor report of hydrography and ocean sciences,,,,"An oceanographic survey of the Canadian Arctic Archipelago, March 1983","Fissel, D.B.","Fissel, D.B.; Lemon, D.D.; Knight, D.N.","Fissel, D.B.; Lemon, D.D.; Knight, D.N./An oceanographic survey of the Canadian Arctic Archipelago, March 1983/Canadian contractor report of hydrography and ocean sciences","xvi, 355 p"
Canada,Canadian data report of fisheries and aquatic sciences 447,1984,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Standardized landing statistics for Pacific cod (Gadus macrocephalus) and important shelf co-habitants from Hecate Strait, Queen Charlotte Sound, and off southwest Vancouver Island, 1956-1982","Foucher, R.P.","Foucher, R.P.","Foucher, R.P./Standardized landing statistics for Pacific cod (Gadus macrocephalus) and important shelf co-habitants from Hecate Strait, Queen Charlotte Sound, and off southwest Vancouver Island, 1956-1982/Canadian data report of fisheries and aquatic sciences",47 p
Canada,Canadian data report of fisheries and aquatic sciences 464,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Landing statistics used to standardize trawling effort by vessel horsepower for Pacific cod (Gadus macrocephalus) and its principal shelf co-habitants, April-September 1960-81","Foucher, R.P.","Foucher, R.P.; Westrheim, S.J.","Foucher, R.P.; Westrheim, S.J./Landing statistics used to standardize trawling effort by vessel horsepower for Pacific cod (Gadus macrocephalus) and its principal shelf co-habitants, April-September 1960-81/Canadian data report of fisheries and aquatic sciences",34 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1775,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Numbers landed-at-age and associated standardized landing statistics for Pacific cod (Gadus macrocephalus) from important area-time cells off southwest Vancouver Island, and in Queen Charlotte Sound and Hecate Strait, 1956-82","Foucher, R.P.","Foucher, R.P.; Westrheim, S.J.","Foucher, R.P.; Westrheim, S.J./Numbers landed-at-age and associated standardized landing statistics for Pacific cod (Gadus macrocephalus) from important area-time cells off southwest Vancouver Island, and in Queen Charlotte Sound and Hecate Strait, 1956-82/Canadian manuscript report of fisheries and aquatic sciences",59 p
Canada,Canadian technical report of fisheries and aquatic sciences 1249,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Effets de l'espacement entre les lattes des casiers sur les captures de homards Homarus americanus aux Iles-de-la-Madeleine; [Effects of lath spacing on lobster traps on the capture of the lobster, Homarus americanus in the Magdalen Islands]","Fradette, P.","Fradette, P.; Munro, J.","Fradette, P.; Munro, J./Effets de l'espacement entre les lattes des casiers sur les captures de homards Homarus americanus aux Iles-de-la-Madeleine; [Effects of lath spacing on lobster traps on the capture of the lobster, Homarus americanus in the Magdalen Islands]/Canadian technical report of fisheries and aquatic sciences",13 p
Canada,Canadian data report of fisheries and aquatic sciences 475,1984,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Numbers of Atlantic salmon ascending the Tobique Narrows fishway, Saint John River system, N.B., 1978-83","Francis, A.A.","Francis, A.A.","Francis, A.A./Numbers of Atlantic salmon ascending the Tobique Narrows fishway, Saint John River system, N.B., 1978-83/Canadian data report of fisheries and aquatic sciences",15 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1740,1984,1,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Bibliographies of beluga (Delphinapterus leucas), narwhal (Monodon monoceros) and walrus (Odobenus rosmarus) to June, 1982","Franzin, W.G.","Franzin, W.G.","Franzin, W.G./Bibliographies of beluga (Delphinapterus leucas), narwhal (Monodon monoceros) and walrus (Odobenus rosmarus) to June, 1982/Canadian manuscript report of fisheries and aquatic sciences",20 p
Canada,Canadian data report of hydrography and ocean sciences 24,1984,2,DFO,Canadian data report of hydrography and ocean sciences,,,,Marine organic chemistry : master reference list,"Fu, T.","Fu, T.; Pocklington, R.","Fu, T.; Pocklington, R./Marine organic chemistry : master reference list/Canadian data report of hydrography and ocean sciences","iii, 89 p"
Canada,Canadian technical report of fisheries and aquatic sciences 1286,1984,3,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Suivi d'une experience d'elevage de homards (Homarus americanus) de taille commerciale en milieu lagunaire aux Iles-de-la-Madeleine, Quebec, en 1982","Gagnon, M.","Gagnon, M.; Fradette, P.; Beland, P.","Gagnon, M.; Fradette, P.; Beland, P./Suivi d'une experience d'elevage de homards (Homarus americanus) de taille commerciale en milieu lagunaire aux Iles-de-la-Madeleine, Quebec, en 1982/Canadian technical report of fisheries and aquatic sciences",94 p
Canada,Canadian technical report of fisheries and aquatic sciences 1282,1984,1,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"A preliminary study of the native harvest of wildlife in the Keewatin Region, Northwest Territories","Gamble, R.L.","Gamble, R.L.","Gamble, R.L./A preliminary study of the native harvest of wildlife in the Keewatin Region, Northwest Territories/Canadian technical report of fisheries and aquatic sciences",48 p
Canada,Canadian technical report of fisheries and aquatic sciences 1271,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Glazing of salmon on freezer vessels,"Gibbard, G.A.","Gibbard, G.A.; Baker, E.G.","Gibbard, G.A.; Baker, E.G./Glazing of salmon on freezer vessels/Canadian technical report of fisheries and aquatic sciences",55 p
Canada,Canadian data report of fisheries and aquatic sciences 440,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Biological data on Arctic charr, Salvelinus alpinus (L.), from the Coppermine River, Northwest Territories, 1981-82","Gillman, D.V.","Gillman, D.V.; Kristofferson, A.H.","Gillman, D.V.; Kristofferson, A.H./Biological data on Arctic charr, Salvelinus alpinus (L.), from the Coppermine River, Northwest Territories, 1981-82/Canadian data report of fisheries and aquatic sciences",16 p
Canada,Canadian data report of fisheries and aquatic sciences 485,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,"Biological data on Pacific herring (Clupea harengus pallasi) from Tuktoyaktuk Harbour and the Liverpool Bay area, Northwest Territories, 1981 to 1983","Gillman, D.V.","Gillman, D.V.; Kristofferson, A.H.","Gillman, D.V.; Kristofferson, A.H./Biological data on Pacific herring (Clupea harengus pallasi) from Tuktoyaktuk Harbour and the Liverpool Bay area, Northwest Territories, 1981 to 1983/Canadian data report of fisheries and aquatic sciences",22 p
Canada,Canadian data report of hydrography and ocean sciences 25,1984,1,DFO,Canadian data report of hydrography and ocean sciences,,,,"Observations of seawater temperature and salinity at British Columbia shore stations, 1982","Giovando, L.F.","Giovando, L.F.","Giovando, L.F./Observations of seawater temperature and salinity at British Columbia shore stations, 1982/Canadian data report of hydrography and ocean sciences","iii, 109 p"
Canada,Canadian technical report of hydrography and ocean sciences 53,1984,2,DFO,Canadian technical report of hydrography and ocean sciences,,,,Profils des teneurs en mercure dans les sediments et les eaux interstitielles du fjord du Saguenay (Quebec): donnees acquises au cours de la periode 1978-83; [Mercury content profiles of the sediments and interstitial waters of Saguenay Fjord (Quebec): data collected during the period 1978-83],"Gobeil, C.","Gobeil, C.; Cossa, D.","Gobeil, C.; Cossa, D./Profils des teneurs en mercure dans les sediments et les eaux interstitielles du fjord du Saguenay (Quebec): donnees acquises au cours de la periode 1978-83; [Mercury content profiles of the sediments and interstitial waters of Saguenay Fjord (Quebec): data collected during the period 1978-83]/Canadian technical report of hydrography and ocean sciences","vi, 23 p"
Canada,Canadian technical report of fisheries and aquatic sciences 1256,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Update of the marine environmental consequences of tidal power development in the upper reaches of the Bay of Fundy,"Gordon, D.C.","Gordon, D.C.; Dadswell, M.J.","Gordon, D.C.; Dadswell, M.J./Update of the marine environmental consequences of tidal power development in the upper reaches of the Bay of Fundy/Canadian technical report of fisheries and aquatic sciences",686 p
Canada,Canadian technical report of fisheries and aquatic sciences 1240,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"Seasonal changes of inshore fish populations on Sturgeon and Roberts Bank, Fraser River estuary, British Columbia","Gordon, D.K.","Gordon, D.K.; Levings, C.D.","Gordon, D.K.; Levings, C.D./Seasonal changes of inshore fish populations on Sturgeon and Roberts Bank, Fraser River estuary, British Columbia/Canadian technical report of fisheries and aquatic sciences","iv, 81 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1223,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,An examination of historical lake and stream chemistry in North-Central Ontario : can case histories document acidification?,"Gray, J.E.","Gray, J.E.; Kelso, J.R.","Gray, J.E.; Kelso, J.R./An examination of historical lake and stream chemistry in North-Central Ontario : can case histories document acidification?/Canadian technical report of fisheries and aquatic sciences",38 p
Canada,Canadian contractor report of hydrography and ocean sciences 18,1984,1,DFO,Canadian contractor report of hydrography and ocean sciences,,,,Tidal propagation measurements in Foxe Basin,"Greisman, P.","Greisman, P.","Greisman, P./Tidal propagation measurements in Foxe Basin/Canadian contractor report of hydrography and ocean sciences","v, 163 p"
Canada,Canadian data report of fisheries and aquatic sciences 428,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Herring tag returns in British Columbia for the 1982-83 herring season,"Haegele, C.W.","Haegele, C.W.; Hop Wo, L.","Haegele, C.W.; Hop Wo, L./Herring tag returns in British Columbia for the 1982-83 herring season/Canadian data report of fisheries and aquatic sciences",47 p
Canada,Canadian data report of fisheries and aquatic sciences 493,1984,1,DFO,Canadian data report of fisheries and aquatic sciences,,,,Herring tag returns in British Columbia for the 1983-84 herring season,"Haegele, C.W.","Haegele, C.W.","Haegele, C.W./Herring tag returns in British Columbia for the 1983-84 herring season/Canadian data report of fisheries and aquatic sciences",27 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1798,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Herring stock estimate from a diving survey of spawn in Barkley Sound in 1982, with comparisons to other estimates","Haegele, C.W.","Haegele, C.W.; Schweigert, J.F.","Haegele, C.W.; Schweigert, J.F./Herring stock estimate from a diving survey of spawn in Barkley Sound in 1982, with comparisons to other estimates/Canadian manuscript report of fisheries and aquatic sciences",33 p
Canada,Canadian industry report of fisheries and aquatic sciences 154,1984,1,DFO,Canadian industry report of fisheries and aquatic sciences,,,,Tagging of herring in British Columbia during the 1983-84 herring season,"Haegele, C.W.","Haegele, C.W.","Haegele, C.W./Tagging of herring in British Columbia during the 1983-84 herring season/Canadian industry report of fisheries and aquatic sciences",26 p
Canada,Canadian industry report of fisheries and aquatic sciences 151,1984,1,DFO,Canadian industry report of fisheries and aquatic sciences,,,,Tagging of herring in British Columbia during the 1982-1983 herring season,"Haegele, C.W.","Haegele, C.W.","Haegele, C.W./Tagging of herring in British Columbia during the 1982-1983 herring season/Canadian industry report of fisheries and aquatic sciences",54 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1751,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Stock assessment for British Columbia herring in 1983 and forecasts of the potential catch in 1984,"Haist, V.","Haist, V.; Stocker, M.","Haist, V.; Stocker, M./Stock assessment for British Columbia herring in 1983 and forecasts of the potential catch in 1984/Canadian manuscript report of fisheries and aquatic sciences",50 p
Canada,Canadian technical report of fisheries and aquatic sciences 1215,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"An assessment of a PCB analysis procedure and subsequent estimation of levels in local samples of herring (Clupea harengus harengus), mackerel (Scomber scombrus), cod (Gadus morhua), halibut (Hippoglossus hippoglossus) and eel (Anguilla rostrata)","Hamilton, E.","Hamilton, E.; Gilgan, M.W.","Hamilton, E.; Gilgan, M.W./An assessment of a PCB analysis procedure and subsequent estimation of levels in local samples of herring (Clupea harengus harengus), mackerel (Scomber scombrus), cod (Gadus morhua), halibut (Hippoglossus hippoglossus) and eel (Anguilla rostrata)/Canadian technical report of fisheries and aquatic sciences",0.875
Canada,Canadian data report of fisheries and aquatic sciences 474,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Catalogue of salmon streams and spawning escapements of Sub-districts 110 and 120 (Yukon-Arctic),"Hancock, M.J.","Hancock, M.J.; Marshall, D.E.","Hancock, M.J.; Marshall, D.E./Catalogue of salmon streams and spawning escapements of Sub-districts 110 and 120 (Yukon-Arctic)/Canadian data report of fisheries and aquatic sciences",233 p
Canada,Canadian data report of fisheries and aquatic sciences 429,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Catalogue of salmon streams and spawning escapements of Statistical Area 3 (Nass River) including adjacent streams,"Hancock, M.J.","Hancock, M.J.; Marshall, D.E.","Hancock, M.J.; Marshall, D.E./Catalogue of salmon streams and spawning escapements of Statistical Area 3 (Nass River) including adjacent streams/Canadian data report of fisheries and aquatic sciences",371 p
Canada,Canadian data report of fisheries and aquatic sciences 456,1984,2,DFO,Canadian data report of fisheries and aquatic sciences,,,,Catalogue of salmon streams and spawning escapements of Sub-Districts 120 and 130 (Alsek-Stikine-Taku watersheds),"Hancock, M.J.","Hancock, M.J.; Marshall, D.E.","Hancock, M.J.; Marshall, D.E./Catalogue of salmon streams and spawning escapements of Sub-Districts 120 and 130 (Alsek-Stikine-Taku watersheds)/Canadian data report of fisheries and aquatic sciences",233 p
Canada,Canadian technical report of fisheries and aquatic sciences 1293,1984,8,DFO,Canadian technical report of fisheries and aquatic sciences,,,,"A bibliography of the biological oceanography of the Strait of Georgia and adjacent inlets, with emphasis on ecological aspects","Harrison, P.J.","Harrison, P.J.; Fulton, J.D.; Miller, G.; Levings, C.D.: Taylor, F.J.; Parsons, T.R.; Thompson, P.A.; Mitchell, D. W.","Harrison, P.J.; Fulton, J.D.; Miller, G.; Levings, C.D.: Taylor, F.J.; Parsons, T.R.; Thompson, P.A.; Mitchell, D. W./A bibliography of the biological oceanography of the Strait of Georgia and adjacent inlets, with emphasis on ecological aspects/Canadian technical report of fisheries and aquatic sciences","vi, 140 p."
Canada,Canadian technical report of fisheries and aquatic sciences 1309,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,Some useful conversions in relating historical and future catch statistics of soft-shell clams (Mya arenaria) in the Scotia-Fundy region,"Hawkins, C.M.","Hawkins, C.M.; Rowell, T.W.","Hawkins, C.M.; Rowell, T.W./Some useful conversions in relating historical and future catch statistics of soft-shell clams (Mya arenaria) in the Scotia-Fundy region/Canadian technical report of fisheries and aquatic sciences",16 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1760,1984,3,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,"Distribution of a herring fishery relative to submerged vegetation, herring spawn distribution and oceanographic factors","Hay, D.E.","Hay, D.E.; Levings, C.D.; Hamey, M.J.","Hay, D.E.; Levings, C.D.; Hamey, M.J./Distribution of a herring fishery relative to submerged vegetation, herring spawn distribution and oceanographic factors/Canadian manuscript report of fisheries and aquatic sciences",53 p
Canada,Canadian technical report of fisheries and aquatic sciences 1266,1984,2,DFO,Canadian technical report of fisheries and aquatic sciences,,,,The Landsat imagery of Southern Indian Lake : a remote perspective on impoundment and diversion,"Hecky, R.E.","Hecky, R.E.; McCullough, G.K.","Hecky, R.E.; McCullough, G.K./The Landsat imagery of Southern Indian Lake : a remote perspective on impoundment and diversion/Canadian technical report of fisheries and aquatic sciences",21 p
Canada,Canadian manuscript report of fisheries and aquatic sciences 1785,1984,2,DFO,Canadian manuscript report of fisheries and aquatic sciences,,,,Reconstruction of British Columbia pink salmon stock (Oncorhynchus gorbuscha) : 1970-1982. Part 1 : Queen Charlotte Island North Coast and Central Coast,"Henderson, M.A.","Henderson, M.A.; Charles, A.T.","Henderson, M.A.; Charles, A.T./Reconstruction of British Columbia pink salmon stock (Oncorhynchus gorbuscha) : 1970-1982. Part 1 : Queen Charlotte Island North Coast and Central Coast/Canadian manuscript report of fisheries and aquatic sciences",99 p
Canada,Canadian contractor report of hydrography and ocean sciences 19,1984,5,DFO,Canadian contractor report of hydrography and ocean sciences,,,,Flood hazard delineation at Tuktoyaktuk. Meteorological conditions for maximum storm surges. Extreme wave conditions at Tuktoyaktuk. Extreme wind stresses over Beaufort Sea as determined from Tuktoyaktuk winds,"Henry, R.F.","Henry, R.F.; Danard, M.; Niwinski, C.T.; Hodgins, D.O.: Gray, M.","Henry, R.F.; Danard, M.; Niwinski, C.T.; Hodgins, D.O.: Gray, M./Flood hazard delineation at Tuktoyaktuk. Meteorological conditions for maximum storm surges. Extreme wave conditions at Tuktoyaktuk. Extreme wind stresses over Beaufort Sea as determined from Tuktoyaktuk winds/Canadian contractor report of hydrography and ocean sciences","vi, 117 p"
