Canada,PRO 2001/036,2001,1,DFO,CSAS Proceedings,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_036e.pdf,"Proceedings of the Greenland Halibut Workshop, Montreal, PQ; 27 February - 2 March 2001.","Atkinson, D.B.","Atkinson, D.B.","Atkinson, D.B./Proceedings of the Greenland Halibut Workshop, Montreal, PQ; 27 February - 2 March 2001./CSAS Proceedings"
Canada,PRO 2001/038,2001,2,DFO,CSAS Proceedings,Quebec,,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_038f.pdf,Comptes rendus du Processus Regional de Revue des Evaluations de Stocks de la Region Laurentienne suivant les activites de peche de la saison 2000; 15 janvier au 28 février 2001.,"Bernier, D.","Bernier, D.; Bailey, R.E.","Bernier, D.; Bailey, R.E./Comptes rendus du Processus Regional de Revue des Evaluations de Stocks de la Region Laurentienne suivant les activites de peche de la saison 2000; 15 janvier au 28 février 2001./CSAS Proceedings"
Canada,PRO 2001/039,2001,1,DFO,CSAS Proceedings,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_039e.pdf,"Proceedings of the Atlantic Salmon Stock Assessment Peer Review for the Maritime Provinces for 2000; January 15-17, 2000.","Fanning, P.","Fanning, P.","Fanning, P./Proceedings of the Atlantic Salmon Stock Assessment Peer Review for the Maritime Provinces for 2000; January 15-17, 2000./CSAS Proceedings"
Canada,PRO 2001/040,2001,1,DFO,CSAS Proceedings,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_040.pdf,"Proceedings of the Fall Groundfish Assessment Meetings Regional Advisory Process, Maritimes Region; 9-10 October 2001- 24 October 2001- 31 October-2 November 2001.","Campana, S.E.","Campana, S.E.","Campana, S.E./Proceedings of the Fall Groundfish Assessment Meetings Regional Advisory Process, Maritimes Region; 9-10 October 2001- 24 October 2001- 31 October-2 November 2001./CSAS Proceedings"
Canada,PRO 2001/041,2001,1,DFO,CSAS Proceedings,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_041e.pdf,"Proceedings of the Peer Review of Snow Crab Stocks in the Gulf of St. Lawrence Gulf Fisheries Management Region; February 13-16, 2001.","Rice, J.","Rice, J.","Rice, J./Proceedings of the Peer Review of Snow Crab Stocks in the Gulf of St. Lawrence Gulf Fisheries Management Region; February 13-16, 2001./CSAS Proceedings"
Canada,PRO 2001/042,2001,1,DFO,CSAS Proceedings,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2001/PRO2001_042e.pdf,"Proceedings of the International Harbour Porpoise Workshop; 26-28 March, 2001.","Stenson, G.B.","Stenson, G.B.","Stenson, G.B./Proceedings of the International Harbour Porpoise Workshop; 26-28 March, 2001./CSAS Proceedings"
Canada,SSR 2001/A1-01,2001,UFO,DFO,CSAS Stock Status Report,National Capital Region,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A1-01e.pdf,"Update on the Status of Redfish Stocks in the Northwest Atlantic: Redfish in Units 1 and 2, and in Division 3O",DFO-MPO,DFO-MPO,"DFO-MPO/Update on the Status of Redfish Stocks in the Northwest Atlantic: Redfish in Units 1 and 2, and in Division 3O/CSAS Stock Status Report"
Canada,SSR 2001/A2-01,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A2-01e.pdf,Northern (2J + 3KL) Cod,DFO-MPO,DFO-MPO,DFO-MPO/Northern (2J + 3KL) Cod/CSAS Stock Status Report
Canada,SSR 2001/A2-02,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A2-02e.pdf,Subdivision 3Ps Cod,DFO-MPO,DFO-MPO,DFO-MPO/Subdivision 3Ps Cod/CSAS Stock Status Report
Canada,SSR 2001/A2-04,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A2-04e.pdf,Divisions 3LNO Haddock,DFO-MPO,DFO-MPO,DFO-MPO/Divisions 3LNO Haddock/CSAS Stock Status Report
Canada,SSR 2001/A2-05,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A2-05e.pdf,Subdivision 3Ps Haddock,DFO-MPO,DFO-MPO,DFO-MPO/Subdivision 3Ps Haddock/CSAS Stock Status Report
Canada,SSR 2001/A2-15,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A2-15e.pdf,SA2 + Div. 3K Redfish,DFO-MPO,DFO-MPO,DFO-MPO/SA2 + Div. 3K Redfish/CSAS Stock Status Report
Canada,SSR 2001/A3-01,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-01e.pdf,Cod in the Southern Gulf of St Lawrence,DFO-MPO,DFO-MPO,DFO-MPO/Cod in the Southern Gulf of St Lawrence/CSAS Stock Status Report
Canada,SSR 2001/A3-02,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A3-02e.pdf,Cod in Sydney Bight (Div. 4Vn),DFO-MPO,DFO-MPO,DFO-MPO/Cod in Sydney Bight (Div. 4Vn)/CSAS Stock Status Report
Canada,SSR 2001/A3-04,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-04e.pdf,Eastern Georges Bank Cod,DFO-MPO,DFO-MPO,DFO-MPO/Eastern Georges Bank Cod/CSAS Stock Status Report
Canada,SSR 2001/A3-06,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A3-06e.pdf,Eastern Scotian Shelf Haddock,DFO-MPO,DFO-MPO,DFO-MPO/Eastern Scotian Shelf Haddock/CSAS Stock Status Report
Canada,SSR 2001/A3-08,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-08e.pdf,Eastern Georges Bank Haddock,DFO-MPO,DFO-MPO,DFO-MPO/Eastern Georges Bank Haddock/CSAS Stock Status Report
Canada,SSR 2001/A3-10,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A3-10e.pdf,White Hake in 4VWX and 5,DFO-MPO,DFO-MPO,DFO-MPO/White Hake in 4VWX and 5/CSAS Stock Status Report
Canada,SSR 2001/A3-12,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-12e.pdf,White Hake in the Southern Gulf of St Lawrence,DFO-MPO,DFO-MPO,DFO-MPO/White Hake in the Southern Gulf of St Lawrence/CSAS Stock Status Report
Canada,SSR 2001/A3-15,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-15e.pdf,Yellowtail Flounder on Georges Bank,DFO-MPO,DFO-MPO,DFO-MPO/Yellowtail Flounder on Georges Bank/CSAS Stock Status Report
Canada,SSR 2001/A3-20,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-20e.pdf,Witch Flounder (Divs. 4RST),DFO-MPO,DFO-MPO,DFO-MPO/Witch Flounder (Divs. 4RST)/CSAS Stock Status Report
Canada,SSR 2001/A3-23,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A3-23e.pdf,Atlantic Halibut on the Scotian Shelf and Southern Grand Bank (Div. 4VWX 3NOPs),DFO-MPO,DFO-MPO,DFO-MPO/Atlantic Halibut on the Scotian Shelf and Southern Grand Bank (Div. 4VWX 3NOPs)/CSAS Stock Status Report
Canada,SSR 2001/A3-26,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-26e.pdf,American Plaice (Div. 4T),DFO-MPO,DFO-MPO,DFO-MPO/American Plaice (Div. 4T)/CSAS Stock Status Report
Canada,SSR 2001/A3-35,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_A3-35e.pdf,Updates on Selected Scotian Shelf Groundfish Stocks in 2001,DFO-MPO,DFO-MPO,DFO-MPO/Updates on Selected Scotian Shelf Groundfish Stocks in 2001/CSAS Stock Status Report
Canada,SSR 2001/A3-36,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A3-36e.pdf,Updates on Selected Gulf of St Lawrence Groundfish Stocks in 2001,DFO-MPO,DFO-MPO,DFO-MPO/Updates on Selected Gulf of St Lawrence Groundfish Stocks in 2001/CSAS Stock Status Report
Canada,SSR 2001/A4-01,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A4-01e.pdf,"Northern Gulf of St Lawrence Cod (3Pn, 4RS) in 2001",DFO-MPO,DFO-MPO,"DFO-MPO/Northern Gulf of St Lawrence Cod (3Pn, 4RS) in 2001/CSAS Stock Status Report"
Canada,SSR 2001/A4-02,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A4-02e.pdf,Atlantic Halibut of the Gulf of St Lawrence (Divisions 4RST) - Update (2000),DFO-MPO,DFO-MPO,DFO-MPO/Atlantic Halibut of the Gulf of St Lawrence (Divisions 4RST) - Update (2000)/CSAS Stock Status Report
Canada,SSR 2001/A4-03,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A4-03e.pdf,Gulf of St Lawrence (4RST) Greenland Halibut,DFO-MPO,DFO-MPO,DFO-MPO/Gulf of St Lawrence (4RST) Greenland Halibut/CSAS Stock Status Report
Canada,SSR 2001/A6-18,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/A6-18e.pdf,Lingcod (Ophiodon elongatus),DFO-MPO,DFO-MPO,DFO-MPO/Lingcod (Ophiodon elongatus)/CSAS Stock Status Report
Canada,SSR 2001/B2-02,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_B2-02e.pdf,Capelin in Subarea 2 + Div. 3 KL - Update,DFO-MPO,DFO-MPO,DFO-MPO/Capelin in Subarea 2 + Div. 3 KL - Update/CSAS Stock Status Report
Canada,SSR 2001/B3-01,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B3-01e.pdf,Southern Gulf of St-Lawrence Herring,DFO-MPO,DFO-MPO,DFO-MPO/Southern Gulf of St-Lawrence Herring/CSAS Stock Status Report
Canada,SSR 2001/B3-03,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B3-03e.pdf,4VWX Herring,DFO-MPO,DFO-MPO,DFO-MPO/4VWX Herring/CSAS Stock Status Report
Canada,SSR 2001/B3-09,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B3-09e.pdf,Porbeagle Shark in NAFO Subareas 3-6,DFO-MPO,DFO-MPO,DFO-MPO/Porbeagle Shark in NAFO Subareas 3-6/CSAS Stock Status Report
Canada,SSR 2001/B4-01,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B4-01e.pdf,West Coast of Newfoundland Atlantic Herring (Division 4R) - Update (2000).,DFO-MPO,DFO-MPO,DFO-MPO/West Coast of Newfoundland Atlantic Herring (Division 4R) - Update (2000)./CSAS Stock Status Report
Canada,SSR 2001/B4-03,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B4-03e.pdf,Capelin of the Estuary and Gulf of St. Lawrence,DFO-MPO,DFO-MPO,DFO-MPO/Capelin of the Estuary and Gulf of St. Lawrence/CSAS Stock Status Report
Canada,SSR 2001/B4-04,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B4-04e.pdf,Atlantic Mackerel of the Northwest Atlantic.,DFO-MPO,DFO-MPO,DFO-MPO/Atlantic Mackerel of the Northwest Atlantic./CSAS Stock Status Report
Canada,SSR 2001/B6-01,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B6-01e.pdf,Prince Rupert Herring,DFO-MPO,DFO-MPO,DFO-MPO/Prince Rupert Herring/CSAS Stock Status Report
Canada,SSR 2001/B6-02,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B6-02e.pdf,Central Coast Herring.,DFO-MPO,DFO-MPO,DFO-MPO/Central Coast Herring./CSAS Stock Status Report
Canada,SSR 2001/B6-03,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B6-03e.pdf,Queen Charlotte Islands Herring.,DFO-MPO,DFO-MPO,DFO-MPO/Queen Charlotte Islands Herring./CSAS Stock Status Report
Canada,SSR 2001/B6-04,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B6-04e.pdf,West Coast Vancouver Island Herring.,DFO-MPO,DFO-MPO,DFO-MPO/West Coast Vancouver Island Herring./CSAS Stock Status Report
Canada,SSR 2001/B6-05,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/B6-05e.pdf,Strait of Georgia Herring,DFO-MPO,DFO-MPO,DFO-MPO/Strait of Georgia Herring/CSAS Stock Status Report
Canada,SSR 2001/C2-01,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C2-01e.pdf,Newfoundland and Labrador Snow Crab Stock Status Update.,DFO-MPO,DFO-MPO,DFO-MPO/Newfoundland and Labrador Snow Crab Stock Status Update./CSAS Stock Status Report
Canada,SSR 2001/C2-05,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C2-05e.pdf,Northern Shrimp (Pandalus borealis) - Div. 0B to 3K Stock Status Update,DFO-MPO,DFO-MPO,DFO-MPO/Northern Shrimp (Pandalus borealis) - Div. 0B to 3K Stock Status Update/CSAS Stock Status Report
Canada,SSR 2001/C2-07,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C2-07e.pdf,Iceland Scallop in Newfoundland and Labrador,DFO-MPO,DFO-MPO,DFO-MPO/Iceland Scallop in Newfoundland and Labrador/CSAS Stock Status Report
Canada,SSR 2001/C3-01,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C3-01e.pdf,Southern Gulf of St. Lawrence Snow Crab,DFO-MPO,DFO-MPO,DFO-MPO/Southern Gulf of St. Lawrence Snow Crab/CSAS Stock Status Report
Canada,SSR 2001/C3-02,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C3-02e.pdf,Eastern Nova Scotia Snow Crab,DFO-MPO,DFO-MPO,DFO-MPO/Eastern Nova Scotia Snow Crab/CSAS Stock Status Report
Canada,SSR 2001/C3-15,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C3-15e.pdf,Northern Shrimp on the Eastern Scotian Shelf (SFA 13-15),DFO-MPO,DFO-MPO,DFO-MPO/Northern Shrimp on the Eastern Scotian Shelf (SFA 13-15)/CSAS Stock Status Report
Canada,SSR 2001/C3-17,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C3-17e.pdf,Georges Bank Scallop,DFO-MPO,DFO-MPO,DFO-MPO/Georges Bank Scallop/CSAS Stock Status Report
Canada,SSR 2001/C3-19,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C3-19e.pdf,Eastern Scotian Shelf Scallop,DFO-MPO,DFO-MPO,DFO-MPO/Eastern Scotian Shelf Scallop/CSAS Stock Status Report
Canada,SSR 2001/C3-61,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C3-61e.pdf,"Bay of Fundy Lobster (LFAs 35, 36 and 38)",DFO-MPO,DFO-MPO,"DFO-MPO/Bay of Fundy Lobster (LFAs 35, 36 and 38)/CSAS Stock Status Report"
Canada,SSR 2001/C3-62,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C3-62e.pdf,Southwest Nova Scotia Lobster (Lobster Fishing Area 34),DFO-MPO,DFO-MPO,DFO-MPO/Southwest Nova Scotia Lobster (Lobster Fishing Area 34)/CSAS Stock Status Report
Canada,SSR 2001/C3-64,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C3-64e.pdf,Western Cape Breton Snow Crab,DFO-MPO,DFO-MPO,DFO-MPO/Western Cape Breton Snow Crab/CSAS Stock Status Report
Canada,SSR 2001/C4-01,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C4-01e.pdf,Snow Crab of the Estuary and Northern Gulf of St. Lawrence (Areas 13 to 17),DFO-MPO,DFO-MPO,DFO-MPO/Snow Crab of the Estuary and Northern Gulf of St. Lawrence (Areas 13 to 17)/CSAS Stock Status Report
Canada,SSR 2001/C4-02,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C4-02e.pdf,Rock crab of the inshore waters of Quebec,DFO-MPO,DFO-MPO,DFO-MPO/Rock crab of the inshore waters of Quebec/CSAS Stock Status Report
Canada,SSR 2001/C4-05,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C4-05e.pdf,Lobster of the Inshore Waters of Quebec in 2000,DFO-MPO,DFO-MPO,DFO-MPO/Lobster of the Inshore Waters of Quebec in 2000/CSAS Stock Status Report
Canada,SSR 2001/C4-06,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C4-06e.pdf,Shrimp of the Estuary and Gulf of St. Lawrence,DFO-MPO,DFO-MPO,DFO-MPO/Shrimp of the Estuary and Gulf of St. Lawrence/CSAS Stock Status Report
Canada,SSR 2001/C4-07,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/C4-07e.pdf,Scallops in Quebec inshore waters,DFO-MPO,DFO-MPO,DFO-MPO/Scallops in Quebec inshore waters/CSAS Stock Status Report
Canada,SSR 2001/C6-03,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-03.pdf,Mamila Clams (Area 7),DFO-MPO,DFO-MPO,DFO-MPO/Mamila Clams (Area 7)/CSAS Stock Status Report
Canada,SSR 2001/C6-09,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-09.pdf,Red Sea Urchin,DFO-MPO,DFO-MPO,DFO-MPO/Red Sea Urchin/CSAS Stock Status Report
Canada,SSR 2001/C6-11,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-11.pdf,Green Sea Urchin,DFO-MPO,DFO-MPO,DFO-MPO/Green Sea Urchin/CSAS Stock Status Report
Canada,SSR 2001/C6-13,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-13.pdf,Varnish Clams,DFO-MPO,DFO-MPO,DFO-MPO/Varnish Clams/CSAS Stock Status Report
Canada,SSR 2001/C6-15,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-15e.pdf,Razor Clam,DFO-MPO,DFO-MPO,DFO-MPO/Razor Clam/CSAS Stock Status Report
Canada,SSR 2001/C6-17,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_C6-17e.pdf,Manila Clams (Area 7),DFO-MPO,DFO-MPO,DFO-MPO/Manila Clams (Area 7)/CSAS Stock Status Report
Canada,SSR 2001/D2-01,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/D2-01e.pdf,Newfoundland & Labrador Atlantic Salmon Stock Status for 2000,DFO-MPO,DFO-MPO,DFO-MPO/Newfoundland & Labrador Atlantic Salmon Stock Status for 2000/CSAS Stock Status Report
Canada,SSR 2001/D2-07,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_D2-07e.pdf,North Labrador Arctic Charr,DFO-MPO,DFO-MPO,DFO-MPO/North Labrador Arctic Charr/CSAS Stock Status Report
Canada,SSR 2001/D3-14,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,2,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/D3-14e.pdf,Atlantic Salmon Maritime Provinces Overview for 2000,DFO-MPO,DFO-MPO,DFO-MPO/Atlantic Salmon Maritime Provinces Overview for 2000/CSAS Stock Status Report
Canada,SSR 2001/D3-15,2001,UFO,DFO,CSAS Stock Status Report,Gulf,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/D3-15e.pdf,Striped Bass (Morone saxatilis) Southern Gulf of St. Lawrence,DFO-MPO,DFO-MPO,DFO-MPO/Striped Bass (Morone saxatilis) Southern Gulf of St. Lawrence/CSAS Stock Status Report
Canada,SSR 2001/D3-17,2001,UFO,DFO,CSAS Stock Status Report,Gulf,2,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/D3-17e.pdf,Gaspereau Maritime Provinces Overview,DFO-MPO,DFO-MPO,DFO-MPO/Gaspereau Maritime Provinces Overview/CSAS Stock Status Report
Canada,SSR 2001/D5-61,2001,UFO,DFO,CSAS Stock Status Report,Central & Arctic,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_D5-61e.pdf,Rat River Dolly Varden,DFO-MPO,DFO-MPO,DFO-MPO/Rat River Dolly Varden/CSAS Stock Status Report
Canada,SSR 2001/D6-07,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_D6-07e.pdf,Coho Salmon in the Coastal Waters of the Georgia Basin,DFO-MPO,DFO-MPO,DFO-MPO/Coho Salmon in the Coastal Waters of the Georgia Basin/CSAS Stock Status Report
Canada,SSR 2001/D6-08,2001,UFO,DFO,CSAS Stock Status Report,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_D6-08e.pdf,Interior Fraser River Coho Salmon,DFO-MPO,DFO-MPO,DFO-MPO/Interior Fraser River Coho Salmon/CSAS Stock Status Report
Canada,SSR 2001/E4-01,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_E4-01e.pdf,Northern Quebec (Nunavik) Beluga (Delphinapterus leucas),DFO-MPO,DFO-MPO,DFO-MPO/Northern Quebec (Nunavik) Beluga (Delphinapterus leucas)/CSAS Stock Status Report
Canada,SSR 2001/G2-01,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/G2-01e.pdf,Environmental Conditions in the Newfoundland Region during 2000,DFO-MPO,DFO-MPO,DFO-MPO/Environmental Conditions in the Newfoundland Region during 2000/CSAS Stock Status Report
Canada,SSR 2001/G2-02,2001,UFO,DFO,CSAS Stock Status Report,Newfoundland & Labrador,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_G2-02e.pdf,Chemical and Biological Oceanographic Conditions 2000 - Newfoundland Region,DFO-MPO,DFO-MPO,DFO-MPO/Chemical and Biological Oceanographic Conditions 2000 - Newfoundland Region/CSAS Stock Status Report
Canada,SSR 2001/G3-03,2001,UFO,DFO,CSAS Stock Status Report,Maritimes,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_G3-03e.pdf,Chemical and Biological Oceanographic Conditions in 2000 - Maritimes Region,DFO-MPO,DFO-MPO,DFO-MPO/Chemical and Biological Oceanographic Conditions in 2000 - Maritimes Region/CSAS Stock Status Report
Canada,SSR 2001/G4-01,2001,UFO,DFO,CSAS Stock Status Report,Quebec,1,http://www.dfo-mpo.gc.ca/csas/Csas/status/2001/SSR2001_G4-01e.pdf,Oceanographic Conditions in the Gulf of St. Lawrence during year 2000.,DFO-MPO,DFO-MPO,DFO-MPO/Oceanographic Conditions in the Gulf of St. Lawrence during year 2000./CSAS Stock Status Report
Canada,PRO 2002/001,2002,1,DFO,CSAS Proceedings,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2002/PRO2002_001e.pdf,"Proceedings of the PSARC Groundfish Subcommittee Meeting; January 29, 2002","Cass, A.","Cass, A.","Cass, A./Proceedings of the PSARC Groundfish Subcommittee Meeting; January 29, 2002/CSAS Proceedings"
Canada,PRO 2002/002,2002,1,DFO,CSAS Proceedings,Pacific,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2002/PRO2002_002e.pdf,"Proceedings of the Joint Canada-USA Review Group on the Stock Assessment of Coastal Pacific Hake/Whiting Stock off the West Coast of North America; February 20-22, 2002",Sinclair. Alan,"Sinclair. Alan; Jagielo, Thomas","Sinclair. Alan; Jagielo, Thomas/Proceedings of the Joint Canada-USA Review Group on the Stock Assessment of Coastal Pacific Hake/Whiting Stock off the West Coast of North America; February 20-22, 2002/CSAS Proceedings"
Canada,PRO 2002/003,2002,1,DFO,CSAS Proceedings,National Capital Region,1,http://www.dfo-mpo.gc.ca/csas/Csas/proceedings/2002/PRO2002_003e.pdf,Workshop on the Groundfish Sentinel Program,"Gillis, D.","Gillis, D.","Gillis, D./Workshop on the Groundfish Sentinel Program/CSAS Proceedings"
