Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,Title,FirstAuthor,AllAuthors,Citation
USA,,,2008,2,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Duesterloh, S., and G. Byrne. 2008. Pillar Creek hatchery annual management plan, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-40, Anchorage. "
USA,,,2008,2,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Duesterloh, S., and A. W. Aro. 2008. Kitoi Bay hatchery annual management plan, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-38, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Dinnocenzo, J., and I. O. Caldentey. 2008. Kodiak management area commercial salmon annual management report, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-45, Anchorage."
USA,,,2008,8,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Davidson, W., R. Bachman, W. Bergmann, D. Gordon, S. Heinl, K. Jensen, K. Monagle, S. Walker. 2008. Annual management report of the 2008 Southeast Alaska commercial purse seine and drift gillnet fisheries. Alaska Department of Fish and Game, Fishery Management Report No 08-70, Anchorage."
USA,,,2008,8,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Davidson, W., R. Bachman, W. Bergmann, D. Gordon, S. Heinl, K. Jensen, K. Monagle, S. Walker. 2008. Annual management report of the 2006 Southeast Alaska commercial purse seine and drift gillnet fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-04, Anchorage."
USA,,,2008,8,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Davidson, W., R. Bachman, W. Bergmann, D. Gordon, S. Heinl, K. Jensen, , K. Monagle, S. Walker. 2008. Annual management report of the 2007 Southeast Alaska commercial purse seine and drift gillnet fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-51, Anchorage."
USA,,,2008,10,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Davidson, B., S. Walker, B. Meredith, J. Breese, T. Thynes, S. Forbes, D. Harris, E. Coonradt, Z. Hoyt and M. Pritchett. 2008. Annual Management Report of the 2004/2005, the 2005/2006, and the 2006/2007 Southeast Alaska Commercial Fisheries for geoduck clams, red sea cucumbers and red sea urchins. Alaska Department of Fish and Game, Fishery Management Report No. 08-26, Anchorage."
USA,,,2008,8,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Bowers, F. R., M. Schwenzfeier, S. Coleman, B. J. Failor-Rounds, K. Milani, K. Herring, M. Salmon, and M. Albert. 2008. Annual management report for the commercial and subsistence shellfish fisheries of the Aleutian Islands, Bering Sea and the Westward Region’s Shellfish Observer Program, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-02, Anchorage."
USA,,,2008,9,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Bowers, F. R., M. Schwenzfeier, K. Milani, K. Herring, M. Salmon, E. Russ, J. Shaishnikoff, R. Burt, and H. Barnhart. 2008. Annual management report for the commercial and subsistence shellfish fisheries of the Aleutian Islands, Bering Sea and the Westward Region’s Shellfish Observer Program, 2007/08. Alaska Department of Fish and Game, Fishery Management Report No. 08-73, Anchorage."
USA,,,2008,5,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Botz, J., R. Brenner, G. Hollowell, B. Lewis, and S. Moffitt. 2008. 2006 Prince William Sound Area finfish management report. Alaska Department of Fish and Game, Fishery Management Report No. 08-30, Anchorage."
USA,,,2008,4,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Berceli, R. S., C. E. Trowbridge, M. A. Lambdin, and W. R. Dunne. 2008. Prince William Sound registration area E groundfish management report, 1996–2005. Alaska Department of Fish and Game, Fishery Management Report No. 08-50, Anchorage. "
USA,,,2008,6,ADFG,Fishery Management Report,Commercial Fisheries,,,,"Barnhart, J. P., N. H. Sagalkin, G. E. Rosenkranz, R. S. Berceli, J. P. Stratman, and C.E. Trowbridge. 2008. Annual Management Report for the commercial weathervane scallop fisheries in Alaska, 2005/06. Alaska Department of Fish and Game, Fishery Management Report No. 08-01, Anchorage."
USA,,,2008,1,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"William E. Simeone. 2008. Subsistence harvests and uses of black bears and mountain goats in Prince William Sound. ADF&G Division of Subsistence, Technical Paper No. 334."
USA,,,2008,3,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Robert J. Wolfe, James A. Fall, and Monica Riedel. 2008. The subsistence harvest of harbor seals and sea lions by Alaska Natives in 2006. ADF&G Division of Subsistence, Technical Paper No. 339."
USA,,,2008,4,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Michael F. Turek, Sverre Pedersen, Nancy Ratner, and Marianne G. See. 2008. Steller sea lions Eumetopias jubatus: direct mortality by humans. ADF&G Division of Subsistence, Technical Paper No. 338."
USA,,,2008,2,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"James A. Fall and David Koster. 2008. Subsistence harvests of Pacific halibut in Alaska, 2007. ADF&G Division of Subsistence, Techncial Paper No. 342. "
USA,,,2008,1,ADFG,Subsistence Technical Paper,Subsistence Fisheries,,,,"Anne-Marie Victor-Howe. 2008. Subsistence harvests and trade of Pacific herring spawn on ""Macrocystis"" kelp in Hydaburg, Alaska. ADF&G Division of Subsistence, Technical Paper No. 225."
USA,,,2008,1,ADFG,Special Publication,Subsistence Fisheries,,,,"William E. Simeone. 2008. Customary and traditional use worksheets: upper Copper River and upper Susitna River area nonsalmon finfish species and Prince William Sound salmon. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -011."
USA,,,2008,3,ADFG,Special Publication,Subsistence Fisheries,,,,"Michael F. Turek, Nancy C. Ratner, William E. Simeone. 2008. Customary and traditional use worksheet, wolves, game management units 1, 3, 4, and 5, Southeast Alaska. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -009. "
USA,,,2008,5,ADFG,Special Publication,Subsistence Fisheries,,,,"Liliana C. Naves, David Koster, Marianne G. See, Bridget Easley, Lisa Olson. 2008. Alaska Migratory Birds Co-Management Council migratory bird subsistence harvest survey: assessment of the survey methods and implementation. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -005."
USA,,,2008,1,ADFG,Special Publication,Subsistence Fisheries,,,,"James J. Simon. 2008. Customary and traditional use worksheet, black bears, game management units 12, 19, 20, 21, and 24 (Interior Alaska). Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -007."
USA,,,2008,1,ADFG,Special Publication,Subsistence Fisheries,,,,"James J. Simon. 2008. Customary and traditional use worksheet, black bears, Game Management Unit 25. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -008."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. [draft] Strategic research plan. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -006."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. The Kodiak Management Area subsistence salmon fishery and subsistence permit program: background for proposal 45. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -001."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. An overview of the Tier II subsistence hunting permit point system (5 AAC 92.070) 2007-2008: background for proposal 33. Alaska Department of Fish and Game Divisions of Subsistence and Wildlife Conservation, Special Publication No. -002."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Customary and traditional use worksheet, king crab and Tanner crab, Prince William Sound Management Area; and other background information. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -003."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Customary and traditional use worksheet, black bears, game management units 12, 19, 20, 21, 24, and 25 (Interior Alaska). Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -004."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Options for Alaska Board of Game findings of amounts necessary for subsistence in Southeast Alaska: black bears, mountain goats, and brown bears. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -010."
USA,,,2008,1,ADFG,Special Publication,Subsistence,,,,"William E. Simeone. 2008. Customary and traditional use worksheets: upper Copper River and upper Susitna River area nonsalmon finfish species and Prince William Sound salmon. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -011."
USA,,,2008,3,ADFG,Special Publication,Subsistence,,,,"Michael F. Turek, Nancy C. Ratner, William E. Simeone. 2008. Customary and traditional use worksheet, wolves, game management units 1, 3, 4, and 5, Southeast Alaska. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -009. "
USA,,,2008,5,ADFG,Special Publication,Subsistence,,,,"Liliana C. Naves, David Koster, Marianne G. See, Bridget Easley, Lisa Olson. 2008. Alaska Migratory Birds Co-Management Council migratory bird subsistence harvest survey: assessment of the survey methods and implementation. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -005."
USA,,,2008,1,ADFG,Special Publication,Subsistence,,,,"James J. Simon. 2008. Customary and traditional use worksheet, black bears, game management units 12, 19, 20, 21, and 24 (Interior Alaska). Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -007."
USA,,,2008,1,ADFG,Special Publication,Subsistence,,,,"James J. Simon. 2008. Customary and traditional use worksheet, black bears, Game Management Unit 25. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -008."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. [draft] Strategic research plan. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -006."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. The Kodiak Management Area subsistence salmon fishery and subsistence permit program: background for proposal 45. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -001."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. An overview of the Tier II subsistence hunting permit point system (5 AAC 92.070) 2007-2008: background for proposal 33. Alaska Department of Fish and Game Divisions of Subsistence and Wildlife Conservation, Special Publication No. -002."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Customary and traditional use worksheet, king crab and Tanner crab, Prince William Sound Management Area; and other background information. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -003."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Customary and traditional use worksheet, black bears, game management units 12, 19, 20, 21, 24, and 25 (Interior Alaska). Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -004."
USA,,,2008,UFO,ADFG,Special Publication,Subsistence,,,,"ADF&G (Alaska Department of Fish and Game). 2008. Options for Alaska Board of Game findings of amounts necessary for subsistence in Southeast Alaska: black bears, mountain goats, and brown bears. Alaska Department of Fish and Game Division of Subsistence, Special Publication No. -010."
USA,,,2008,6,ADFG,Special Publication,Sport Fish,,,,"Shaul, L., E. Jones, K. Crabtree, T. Tydingco, S. McCurdy, and B. Elliott. 2008. Coho Salmon Stock Status and Escapement Goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 08-20, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"MacClellan, J., and A. M. Carroll. 2008. ADF&G Fisheries scientific and technical report policy and procedures. Alaska Department of Fish and Game, Special Publication No. 08-10, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Arctic Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-03, Anchorage. "
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Interior Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-04, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Southcentral Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-05, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Southeastern Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-06, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Southwestern Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-07, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Sport Fish,,,,"Johnson, J., and M. Daigneault. 2008. Catalog of waters important for spawning, rearing, or migration of anadromous fishes – Western Region, Effective June 2, 2008. Alaska Department of Fish and Game, Special Publication No. 08-08, Anchorage."
USA,,,2008,1,ADFG,Special Publication,Sport Fish,,,,"Harding, R. 2008. Southeast Alaska Steelhead and Dolly Varden Management. Alaska Department of Fish and Game, Special Publication No. 08-21, Anchorage."
USA,,,2008,1,ADFG,Special Publication,MultiDivision,,,,"Simeone, W. E. 2008. Customary and traditional use worksheets: Upper Copper and Upper Susitna River area nonsalmon finfish species and Prince William Sound salmon. Alaska Department of Fish and Game, Division of Subsistence, Anchorage."
USA,,,2008,2,ADFG,Special Publication,MultiDivision,,,,"Hollowell, G. and Somerville, M. A. 2008. Management of salmon stocks in the Copper River, report to the Alaska Board of Fisheries: December 1-7, 2008, Cordova, Alaska. Alaska Department of Fish and Game, Special Publication No. 08-15."
USA,,,2008,UFO,ADFG,Special Publication,MultiDivision,,,,"Alaska Department of Fish and Game. 2008. Customary and traditional use worksheet, king crab and Tanner crab, Prince William Sound Management Area; and other background information. Alaska Department of Fish and Game, Special Publication No. BOF 2008-03, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Commercial Fisheries,,,,"Webb, J. B., and D. Woodby. 2008. Summary of the interagency crab research meeting held December 12-14, 2007. Alaska Department of Fish and Game, Special Publication No. 08-11, Anchorage."
USA,,,2008,5,ADFG,Special Publication,Commercial Fisheries,,,,"Templin, W. D., N. Decovich, A. Barclay, C. T. Smith, and L. W. Seeb. 2008. Timing and origin of Chinook salmon stocks in the Copper River using DNA markers. Alaska Department of Fish and Game, Special Publication No. 08-14, Anchorage. "
USA,,,2008,3,ADFG,Special Publication,Commercial Fisheries,,,,"Nelson, P, M. D. Plotnick, and A. M. Carroll. 2008. Run Forecasts and Harvest Projections for 2008 Alaska Salmon Fisheries and Review of the 2007 Season. Alaska Department of Fish and Game, Special Publication No. 08-09, Anchorage."
USA,,,2008,12,ADFG,Special Publication,Commercial Fisheries,,,,"McPherson, S., J. H. Clark, D. R. Bernard, J. A. Der Hovanisian, E. Jones, K. Pahlke, P. Richards, J. Weller, T. Johnson, R. Chapell, B. Elliott, and C. Hendrich. 2008. Chinook Salmon Status and Escapement Goals for Stocks in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 08-18, Anchorage."
USA,,,2008,3,ADFG,Special Publication,Commercial Fisheries,,,,"Heinl, S. C., D. M. Eggers, and A. W. Piston. 2008. Pink salmon stock status and escapement goals in Southeast Alaska and Yakutat. Alaska Department of Fish and Game, Special Publication No. 08-16, Anchorage."
USA,,,2008,4,ADFG,Special Publication,Commercial Fisheries,,,,"Eggers, D. M., J. H. Clark, R. L. Bachman, and S. C. Heinl. 2008. Sockeye salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 08-17, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Commercial Fisheries,,,,"Eggers, D. M., and S. C. Heinl. 2008. Chum salmon stock status and escapement goals in Southeast Alaska. Alaska Department of Fish and Game, Special Publication No. 08-19, Anchorage."
USA,,,2008,2,ADFG,Special Publication,Commercial Fisheries,,,,"Botz J., G. Hollowell. 2008. Prince William Sound area salmon fisheries, 2008; a report to the Alaska Board of Fisheries. Alaska Department of Fish and Game, Special Publication No. 08-13, Anchorage."
USA,,,2008,4,ADFG,Special Publication,Commercial Fisheries,,,,"Berceli, R., C. E. Trowbridge, K. J. Goldman, and R. L. Gustafson. 2008. Prince William Sound area king and tanner crab review, 2007; a report to the Alaska Board of Fisheries. Alaska Department of Fish and Game, Special Publication No. 08-02, Anchorage."
USA,,,2008,4,ADFG,Special Publication,Commercial Fisheries,,,,"Berceli R. S., C. E. Trowbridge, K. J. Goldman, C. Russ. 2008. Review of Prince William Sound management area groundfish fisheries; a report to the Alaska Board of Fisheries. Alaska Department of Fish and Game, Special Publication No. 08-12, Anchorage."
USA,,,2008,4,ADFG,Fishery Manuscript,Sport Fish,,,,"Hendrich, C. F., J. L. Weller, S. A. McPherson, D. R. Bernard. 2008. Optimal production of Chinook salmon from the Unuk River. Alaska Department of Fish and Game, Fishery Manuscript No. 08-03, Anchorage."
USA,,,2008,4,ADFG,Fishery Manuscript,Sport Fish,,,,"Evenson, M. J., J. J. Hasbrouck, S. D. Moffitt, and L. Fair. 2008. Escapement goal review for Copper River, Bering River, and Prince William Sound salmon stocks. Alaska Department of Fish and Game, Fishery Manuscript No. 08-01, Anchorage."
USA,,,2008,4,ADFG,Fishery Manuscript,MultiDiv,,,,"Fair, L. F., S. D. Moffitt, M. J. Evenson, and J. Erickson. 2008. Escapement goal review of Copper and Bering rivers, and Prince William Sound Pacific salmon stocks, 2008. Alaska Department of Fish and Game, Fishery Manuscript No. 08–02, Anchorage."
USA,,,2008,4,ADFG,Fishery Manuscript,MultiDiv,,,,"Evenson, M. J., J. J. Hasbrouck, S. D. Moffitt, and L. Fair. 2008. Escapement goal review for Copper River, Bering River, and Prince William Sound salmon stocks. Alaska Department of Fish and Game, Fishery Manuscript No. 08-01, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Somerville, M. A. 2008. Area management report for the recreational fisheries of the Upper Copper/Upper Susitna River management area, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-33, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Somerville M. A. 2008. Fishery management report for the recreational fisheries of the Upper Copper/Upper Susitna River management area, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-52, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Scanlon, B. 2008. Fishery Management Report for sport fisheries in the Northwest/North Slope Management Area, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-35, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Parker, J. F. 2008. Fishery Management Report for Sport Fisheries in the Upper Tanana River drainage in 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-56, Anchorage. "
USA,,,2008,3,ADFG,Fishery Management Report,Sport Fish,,,,"McCurdy, S., T. Tydingco and B. Marston. 2008. Report to the Alaska Board of Fisheries, overview of Southeast Alaska sport fisheries for rockfish and lingcod. Alaska Department of Fish and Game, Fishery Management Report No. 08-71, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Sport Fish,,,,"Marston, B. E. and C. Brazil. 2008. Area management report for the recreational fisheries of Prince William Sound, 2005-2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-55, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Burr, J. 2008. Fishery management report for sport fisheries in the Yukon Management Area, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-42, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Sport Fish,,,,"Brase, A. L. J. 2008. Fishery management report for recreational fisheries in the Lower Tanana River management area, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-27, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Woods, Gordon F. . 2008. Annual Management Report of the 2008 Yakutat Area commercial salmon fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-66, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Woods, G. F. 2008. Annual Management Report of the 2007 Yakutat Area Commercial Salmon Fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-54, Anchorage."
USA,,,2008,5,ADFG,Fishery Management Report,Commercial,,,,"Whitmore, C., M. Martz, J. C. Linderman Jr., R. L. Fisher, and D. G. Bue. 2008. Annual management report for the subsistence and commercial fisheries of the Kuskokwim area, 2004. Alaska Department of Fish and Game, Fisheries Management Report No. 08-25, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"White, B. 2008. Alaska salmon enhancement program 2007 annual report. Alaska Department of Fish and Game, Fishery Management Report No. 08-03, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Watson, L. J. 2008. The 2007 triennial St. Matthew Island blue king crab survey and comparisons to historic surveys. Alaska Department of Fish and Game, Fishery Management Report No. 08-41, Anchorage."
USA,,,2008,3,ADFG,Fishery Management Report,Commercial,,,,"Wadle, J., J. Dinnocenzo, and G. Spalinger. 2008. Kodiak management area harvest strategy for the 2008 commercial salmon fishery. Alaska Department of Fish and Game, Fishery Management Report No. 08-31, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Vining, I. W., and J. Zheng. 2008. Status of king crab stocks in the eastern Bering Sea, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-13, Anchorage."
USA,,,2008,3,ADFG,Fishery Management Report,Commercial,,,,"Tschersich, P., M. B. Foster, and N. L. Zeiser. 2008. Alaska Peninsula and Aleutian Islands management areas salmon escapement and catch sampling results, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-08, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Tschersich, P., and E. A. Russ. 2008. Aleutian Islands and Atka-Amlia Islands management areas salmon annual management report, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-11, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Tschersich, P. and E. A. Russ. 2008. Annual summary of the commercial, subsistence, and personal use salmon fisheries and salmon escapements in the Alaska Peninsula, Aleutian Islands, and Atka-Amlia Islands management areas, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-22, Anchorage. "
USA,,,2008,5,ADFG,Fishery Management Report,Commercial,,,,"Trowbridge, C. E., W. R. Dunne, M. A. Lambdin, M. M. Byerly, and K. J. Goldman. 2008. Cook Inlet area groundfish management report 1996–2004. Alaska Department of Fish and Game, Fishery Management Report No. 08-06, Anchorage."
USA,,,2008,3,ADFG,Fishery Management Report,Commercial,,,,"Tingley, A., M. Kallenberger, and W. Davidson. 2008. Overview of the 2007 Southeast Alaska and Yakutat commercial, personal use, and subsistence salmon fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-34, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Tingley, A., and W. Davidson. 2008. Overview of the 2008 Southeast Alaska and Yakutat commercial, personal use, and subsistence salmon fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 08-57, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Thomsen, S. E. 2008. The 2007 Hidden Lake stocking project and related monitoring parameters. Alaska Department of Fish and Game, Fishery Management Report No. 08-07, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, Mark, A. 2008. Fishery management plan for commercial black rockfish fisheries in the Kodiak, Chignik, and South Alaska Peninsula Areas, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 08-68, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2008. Fishery management plan for the commercial Tanner crab fishery in the South Peninsula District of Registration Area J, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 08-58, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Stichert, M. A. 2008. Chignik management area commercial salmon fishery harvest strategy, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-29, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, K. 2008. Bottom trawl survey of crab and groundfish: Kodiak, Chignik, South Peninsula, and Eastern Aleutians Management Districts, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-49, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G., and J. Wadle. 2008. Kodiak management area herring sac roe fishery harvest strategy, for the 2008 season. Alaska Department of Fish and Game, Fishery Management Report No. 08-18, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G. 2008. Kodiak management area herring fisheries annual management report, 2006. Alaska Department of Fish and Game, Fishery Management Report No. 08-47, Anchorage. "
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Spalinger, G. 2008. Kodiak management area commercial herring food/bait fishery harvest strategy, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-46, Anchorage."
USA,,,2008,3,ADFG,Fishery Management Report,Commercial,,,,"Soong, J., S. Kent, and J. Menard. 2008. 2006 annual management report Norton Sound, Port Clarence, and Kotzebue. Alaska Department of Fish and Game, Fishery Management Report No. 08-32, Anchorage."
USA,,,2008,4,ADFG,Fishery Management Report,Commercial,,,,"Soong, J., A. Banducci, S. Kent, and J. Menard. 2008. 2007 annual management report Norton Sound, Port Clarence, and Kotzebue. Alaska Department of Fish and Game, Fishery Management Report No. 08-39, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Smith, E. A., and J. C. Linderman Jr. . 2008. Activities of the Kuskokwim River salmon management working group, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-74, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Smith, E. A., and B. S. Dull. 2008. Lower Kuskokwim River inseason subsistence salmon catch monitoring, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-75, Anchorage."
USA,,,2008,2,ADFG,Fishery Management Report,Commercial,,,,"Sayer, A. M., and D. D. Holum. 2008. The Southeast Alaska Southern Southeast inside sablefish fishery information report with outlook to the 2008 fishery. Alaska Department of Fish and Game, Fishery Management Report No. 08-44, Anchorage."
USA,,,2008,7,ADFG,Fishery Management Report,Commercial,,,,"Sands, T., C. Westing, P. Salomone, S. Morstad, T. Baker, F. West, and C. Brazil. 2008. 2007 Bristol Bay area annual management report. Alaska Department of Fish and Game, Fishery Management Report No. 08-28, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2008. Fishery management plan for the commercial Tanner crab fishery in the Kodiak District of Registration Area J, 2009. Alaska Department of Fish and Game, Fishery Management Report No. 08-67, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2008. Annual management report for the shellfish fisheries of the Kodiak, Chignik and Alaska Peninsula Areas, 2007. Alaska Department of Fish and Game, Fishery Management Report No. 08-72, Anchorage."
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Sagalkin, N. H. 2008. Fishery management plan for the state-waters Pacific cod season in Kodiak Registration Area K, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-09, Anchorage. "
USA,,,2008,1,ADFG,Fishery Management Report,Commercial,,,,"Russ, E. A. 2008. Post-June salmon management plan for the South Alaska Peninsula, 2008. Alaska Department of Fish and Game, Fishery Management Report No. 08-24, Anchorage."
